Row Created Date Time, Sponsor Name, Sponsor Code, Agency Name, Agency Code,Facility Name, Facility Code, Program Name, Program Code, Populations Served, Agency Phone, Program Phone,  Program Address 1, Program Address 2, Program City, Program State, Program Zip, Operating Certificate Required?, Program Tier, Operating Certificate Duration, Program County, Program Region, Program Type Description, Program Category Description, Program Subcategory Description,Georeference
05/04/2022 09:38:35 AM,Family Residences & Essential Enterprises Inc.,346099,Family Residences&Essential Enterprises Inc.,40320,Family Residences&Essential Enterprises Inc.,6353,Crisis Respite Services,010,Adults,(516)870-1600,(516)870-1600,191 Sweet Hollow Road,,Old Bethpage,NY,11804,N,,,Nassau,Long Island,Respite Services,Support,General Support,POINT (-73.442405 40.761497)
05/04/2022 09:38:35 AM,Housing Options Made Easy Inc. dba Recovery Options Made Easy,471099,Housing Options Made Easy Inc. dba ROME,11140,Housing Options Made Easy Inc. dba ROME,8646,HOME Supp Housing PC Long Stay/Niagara County-Comm Svcs,638,Adults,(716)532-5508,Not Available,,,,NY,,N,,,Niagara,Western New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Housing Options and Geriatric Association Resources Inc.,721099,Housing Options & Geriatric Assoc. Resources,29810,Housing Options & Geriatric Assoc. Resources,9231,HOGAR ARIEL,001,Adults,(718)742-7669,Not Available,,,,NY,,Y,,36,Bronx,New York City,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Heights Hill Mental Health Services,760099,Heights Hill Mental Health Services,42860,Heights Hill Mental Health Services,7856,Heights Hill Mental Health Services,003,Adults,(718)852-5212,(718)852-5212,25 Flatbush Avenue,Third Floor,Brooklyn,NY,11217,N,,,Kings,New York City,CORE Family Support and Training (FST),Support,Adult BH HCBS Services/CORE Services,POINT (-73.980183 40.687905)
05/04/2022 09:38:35 AM,One Brooklyn Health System Inc.,050099,Brookdale Hospital Medical Center,86040,Brookdale Hospital Medical Center,6571,Brookdale Hospital - CPEP,455,Children Adolescents Adults,(718)240-6330,(718)240-6330,1 Brookdale Plaza,Strausberg 1st Floor,Brooklyn,NY,11212-3139,Y,,36,Kings,New York City,CPEP Crisis Intervention,Emergency,Comprehensive Psychiatric Emergency Program,POINT (-73.91275 40.6545)
05/04/2022 09:38:35 AM,Catholic Charities Neighborhood Services Inc.,068099,Catholic Charities Neighborhood Services Inc,40490,Catholic Charities Neighborhood Services Inc,6487,CCNS Supported Housing/Queens County-Comm.Svcs.,631,Adults,(718)722-6000,Not Available,,,,NY,,N,,,Queens,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Community Missions Inc.,106099,Community Missions Inc.,10660,Community Missions Inc.,7464,Peer Crisis Respite,010,Adults,(716)285-3403,(716)433-1086,344 Walnut Street,,Lockport,NY,14094,N,,,Niagara,Western New York,Advocacy/Support Services,Support,Self-Help,POINT (-78.683106 43.170881)
05/04/2022 09:38:35 AM,Episcopal Health Services Inc.,393099,Episcopal Health Services Inc.,85270,Episcopal Health Services Inc.,6010,Home Based Crisis Intervention,460,Children Adolescents,(718)869-7414,(718)474-2070,19-14 Brookhaven Ave,,Far Rockaway,NY,11691,N,,,Queens,New York City,Home Based Crisis Intervention,Emergency,Crisis,POINT (-73.753074 40.599359)
05/04/2022 09:38:35 AM,Pesach Tikvah-Hope Development Inc.,365099,Pesach Tikvah-Hope Development Inc.,21890,Pesach Tikvah-Hope Development Inc.,7679,Empowerment Services - Peer Support,011,Adults,(718)875-6900,(718)875-6900x1125,365 Willoughby Avenue,,Brooklyn,NY,11205,N,,,Kings,New York City,CORE Empowerment Services - Peer Supports,Support,Adult BH HCBS Services/CORE Services,POINT (-73.955972 40.692976)
05/04/2022 09:38:35 AM,Transitional Services for New York Inc.,463099,Transitional Services for New York Inc.,23680,Transitional Services for New York Inc.,6841,TSNY - 2 North Community Residence,006,Adults,(718)746-6647x11,Not Available,,,,NY,,Y,,36,Queens,New York City,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,LivingWorks Education USA INC,000936,LivingWorks Education USA INC,48070,LivingWorks Education USA INC,8121,Applied Suicide Intervention Skills Training and safeTALK,001,,(910)867-8822,(910)867-8822,440 Summerlea Drive,,Fayetteville,NC,28311,N,,,USA Not NYS,Unknown or NA,Outreach,Support,General Support,POINT (-78.895726 35.157618)
05/04/2022 09:38:35 AM,Elmcrest Children's Center,000929,Elmcrest Children's Center,11590,Elmcrest Children's Center,8159,Dream Jobs,001,Children Adolescents,(315)446-6250,(315)446-6250,960 Salt Springs Road,,Syracuse,NY,13224,N,,,Onondaga,Central New York,Advocacy/Support Services,Support,Self-Help,POINT (-76.099673 43.046859)
05/04/2022 09:38:35 AM,Hope for Youth Inc.,000344,Hope for Youth Inc.,16320,Hope for Youth Inc.,8422,Hope For Youth,003,Children Adolescents,(631)691-5100,(631)782-6523,201 Dixon Aveune,,Amityville,NY,11703,N,,,Suffolk,Long Island,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.410318 40.683665)
05/04/2022 09:38:35 AM,Contact Community Services Inc.,000033,Contact Community Services Inc.,12480,Contact Community Services Inc.,8019,Primary Project,009,Children,(315)251-1400,(315)251-1400x103,6311 Court Street Road,,East Syracuse,NY,13057,N,,,Onondaga,Central New York,School Mental Health Program,Support,Education,POINT (-76.083192 43.090287)
05/04/2022 09:38:35 AM,Community Access Inc.,109099,Community Access Inc.,18800,Community Access Inc.,7422,East Village Access,017,Adults,(212)780-1400,(212)780-9008x7778,242 East 2nd Street,,New York,NY,10009-8127,Y,,36,New York,New York City,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,POINT (-73.981882 40.721361)
05/04/2022 09:38:35 AM,The Child Center of NY Inc.,355099,The Child Center of NY Inc.,18000,The Child Center of NY Inc.,6734,The Child Center of NY Inc. Brooklyn RTF,037,Children Adolescents,(718)651-7770,(718)483-9871,2050 Dean Street,,Brooklyn,NY,11233-4002,Y,,36,Kings,New York City,Residential Treatment Facility - Children & Youth,Inpatient,Residential Treatment Facility - Children & Youth,POINT (-73.919794 40.675241)
05/04/2022 09:38:35 AM,North Shore Child & Family Guidance Association Inc.,314099,North Shore Child & Family Guidance Associati,21730,North Shore Child & Family Guidance Associati,6795,North Shore Child & Family Guidance Center - Roslyn,122,Children Adolescents Adults,(516)626-1971,(516)626-1971,480 Old Westbury Road,,Roslyn Heights,NY,11577-2215,Y,,36,Nassau,Long Island,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.632974 40.784157)
05/04/2022 09:38:35 AM,Transitional Services/NY for Long IslandInc.,516099,Transitional Services/NY for Long IslandInc.,16110,Transitional Services/NY for Long IslandInc.,6484,Building 70 Program D,438,Adults,(631)231-3619,Not Available,,,,NY,,Y,,36,Nassau,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Citizen Advocates Inc. dba North Star Industries,097099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,CFTSS: Mobile Crisis Intervention (CI),062,Children Adolescents,(518)483-1251,(518)651-2727,31 6th Street,,Malone,NY,12953,N,,,Franklin,Central New York,CFTSS: Mobile Crisis Intervention (CI),Support,General Support,POINT (-74.290354 44.860762)
05/04/2022 09:38:35 AM,Coordinated Care Services Inc.,812099,Coordinated Care Services Inc.,11030,Coordinated Care Services Inc.,7500,School Based Mental Health,023,Children Adolescents,(585)613-7616,(585)328-5190,1099 Jay Street,Building J,Rochester,NY,14616,N,,,Onondaga,Central New York,School Mental Health Program,Support,Education,POINT (-77.650727 43.159364)
05/04/2022 09:38:35 AM,WellLife Network Inc.,344099,WellLife Network Inc.,21920,WellLife Network Inc.,7401,Home-Based Crisis Intervention - LINKS,057,Children Adolescents,(718)559-0516,(631)920-8302,3600 Route 112,,Coram,NY,11727,N,,,Suffolk,Long Island,Home Based Crisis Intervention,Emergency,Crisis,POINT (-72.998549 40.858909)
05/04/2022 09:38:35 AM,Staten Island Behavioral Network Inc.,000152,Staten Island Behavioral Network Inc.,42550,Staten Island Behavioral Network Inc.,7256,SIBN Supported Housing/High Needs SH Richmond-Comm Svcs,632,Adults,(718)442-2225,Not Available,,,,NY,,N,,,Richmond,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,NYS ARC Chautauqua County Chapter aka The Resource Center,088099,NYS ARC Chautauqua County Chapter aka The Res,40560,NYS ARC Chautauqua County Chapter aka The Res,6069,Counseling & Psychiatric Services,005,Children Adolescents Adults,(716)661-1412,(716)366-7660,880 East 2nd Street,,Jamestown,NY,14701-3824,Y,,36,Chautauqua,Western New York,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-79.225269 42.104919)
05/04/2022 09:38:35 AM,Behavioral Health Services North Inc.,318099,Behavioral Health Services North Inc.,12050,Behavioral Health Services North Inc.,6253,CSS Case Management,015,Adults,(518)563-8206,(518)563-8000,2155 State Route 22b,,Morrisonville,NY,12962-3417,N,,,Clinton,Central New York,Non-Medicaid Care Coordination,Support,Care Coordination,POINT (-73.534784 44.696141)
05/04/2022 09:38:35 AM,Family Services of Chemung County Inc.,144099,Family Services of Chemung County Inc.,50810,Family Services of Chemung County Inc.,6507,Southern Tier Integrated Recovery Services (STIRS),010,Adults,(607)733-5696,(607)733-7661,1149 Sullivan Street,,Elmira,NY,14901-1670,Y,,36,Chemung,Western New York,Comprehensive PROS with Clinical Treatment,Outpatient,Personalized Recovery-Oriented Services,POINT (-76.802577 42.109301)
05/04/2022 09:38:35 AM,Children's Home of Wyoming Conference Inc.,546099,Children's Home of Wyoming Conference Inc.,11350,Children's Home of Wyoming Conference Inc.,8398,Community Based Treatment & Services,002,Children Adolescents,(607)772-6904,(607)772-6904,1182 Chenango St,,Binghamton,NY,13901,N,,,Broome,Central New York,CFTSS: Family Peer Support Services (FPSS),Support,General Support,POINT (-75.884749 42.152517)
05/04/2022 09:38:35 AM,Unity House of Cayuga County Inc.,533099,Unity House of Cayuga County Inc.,23570,Unity House of Cayuga County Inc.,6362,Unity House Supported Housing/Cayuga County - Comm. Svcs,630,Adults,(315)253-6227,Not Available,,,,NY,,N,,,Cayuga,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,YWCA Greater Capital Region,745099,YWCA Greater Capital Region,23230,YWCA Greater Capital Region,9214,Self Help Programs,001,Adults,(518)274-7100,(518)274-7100,21 First Street,,Troy,NY,12180,N,,,Rensselaer,Hudson River,Self-Help Programs,Support,Self-Help,POINT (-73.693087 42.730166)
05/04/2022 09:38:35 AM,Options for Community Living Inc.,334099,Options for Community Living Inc.,16310,Options for Community Living Inc.,7567,Options CR #3 - Port Jefferson Station,432,Adults,(631)361-9020,Not Available,,,,NY,,Y,,36,Suffolk,Long Island,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,United Helpers Care Inc./dba Mosaic,477099,United Helpers Care Inc./dba Mosaic,22690,United Helpers Care Inc./dba Mosaic,7530,United Helpers ACT Team,472,Adults,(315)393-3072,(315)393-3072x250,221 Hamilton Street,,Ogdensburg,NY,13669-1707,Y,,36,St. Lawrence,Central New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,POINT (-75.486602 44.700785)
05/04/2022 09:38:35 AM,Community Options New York Inc.,000238,Community Options New York Inc.,28620,Community Options New York Inc.,8050,Supported Employment OMH,001,Adults,(212)227-9110,(607)722-5971,182 State Street,,Binghamton,NY,13901,N,,,Broome,Central New York,Ongoing Integrated Supported Employment Services,Support,Vocational,POINT (-75.911816 42.101231)
05/04/2022 09:38:35 AM,Housing Options and Geriatric Association Resources Inc.,721099,Housing Options & Geriatric Assoc. Resources,29810,Housing Options & Geriatric Assoc. Resources,9231,HOGAR Supported Housing/PC Long Stay Bronx - Comm. Svcs.,631,Adults,(718)742-7669,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Samuel Field YM & YWHA Inc.,581099,Samuel Field YM & YWHA Inc.,40390,Samuel Field YM & YWHA Inc.,8600,Partnership to Support Aging in Place ? Geriatric Services,004,Adults,(718)225-6750,(718)224-0566,59-28 Little Neck Parkway,,Little Neck,NY,11362,N,,,Queens,New York City,Geriatric Demo Gatekeeper,Support,General Support,POINT (-73.722791 40.760311)
05/04/2022 09:38:35 AM,Family Service League Inc.,149099,Family Service League Inc.,50440,Family Service League Inc.,7171,Health  Home Care Management C&Y,086,Children Adolescents,(631)427-3700,(631)647-3100,1444 5th Avenue,,Bay Shore,NY,11706,N,,,Suffolk,Long Island,Health Home Care Management,Support,Care Coordination,POINT (-73.263907 40.745562)
05/04/2022 09:38:35 AM,Lakeview Health Services Inc.,251099,Lakeview Health Services Inc.,10490,Lakeview Health Services Inc.,7036,Lakeview MH/MRT Supp Housing Wayne Cty - Comm Svcs,643,Adults,(315)789-5501,Not Available,,,,NY,,N,,,Wayne,Western New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,CHOICE of New Rochelle Inc.,000024,CHOICE of New Rochelle Inc.,27880,CHOICE of New Rochelle Inc.,9056,Community Placement Team,471,Adults,(914)576-0173,(914)576-0173,71 North Avenue,,New Rochelle,NY,10801,N,,,Westchester,Hudson River,Outreach,Support,General Support,POINT (-73.777541 40.906117)
05/04/2022 09:38:35 AM,Hamilton County Community Services,675099,Hamilton County Community Services,70090,Hamilton County Community Services,9006,Hamilton County Community Services,010,Children Adolescents Adults,(518)648-5355,(518)648-5355,143 White Birch Lane,,Indian Lake,NY,12842-1409,N,,,Hamilton,Central New York,Respite Services,Support,General Support,POINT (-74.260096 43.777635)
05/04/2022 09:38:35 AM,Mount Sinai Hospitals Group Inc.,287099,Mount Sinai Medical Center,81510,Mount Sinai Medical Center,6399,Mount Sinai Partial Hospitalization Program,007,Adults,(212)241-8888,(212)241-3170,1249 5th Avenue,Cohen Annex Building 9th Floor,New York,NY,10029-4413,Y,,36,New York,New York City,Partial Hospitalization,Outpatient,Partial Hospitalization,POINT (-73.951367 40.793921)
05/04/2022 09:38:35 AM,The Institute for Family Health,840099,The Institute for Family Health,45540,The Institute for Family Health,7745,The Institute Center for Counseling at 17th Street,005,Children Adolescents Adults,(212)633-0800,(212)206-5200,230 W 17th Street,Floors 6-8,New York,NY,10011-5325,Y,,36,New York,New York City,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.999715 40.741072)
05/04/2022 09:38:35 AM,Catholic Charities of the Roman Catholic Diocese of Syracuse/Cortland County,073099,Cath Char/Roman Cath Dio-Syr Cortland County,50760,Cath Char/Roman Cath Dio-Syr Cortland County,7661,Work Program,004,Adults,(607)756-5992,(607)756-5992x112,33-35 Central Avenue,,Cortland,NY,13045,N,,,Cortland,Central New York,Work Program,Support,Vocational,POINT (-76.178771 42.600136)
05/04/2022 09:38:35 AM,Citizen Advocates Inc. dba North Star Industries,097099,Citizen Advocates Inc. dba North Star Indust,40410,Citizen Advocates Inc. dba North Star Indust,7533,Enhanced Mentor Program,471,Children Adolescents,(518)483-1251,(518)891-2319,70 Edgewood Road,,Saranac Lake,NY,12983,N,,,Franklin,Central New York,Family Peer Support Services - Children & Family,Support,General Support,POINT (-74.147265 44.323957)
05/04/2022 09:38:35 AM,LaSalle School Inc.,001165,LaSalle School Inc.,12400,LaSalle School Inc.,8178,LaSalle School CFTSS,004,Children Adolescents,(518)242-4731,(518)242-4731,391 Western Avenue,,Albany,NY,12203,N,,,Albany,Hudson River,CFTSS: Psychosocial Rehabilitation (PSR),Support,General Support,POINT (-73.783614 42.663888)
05/04/2022 09:38:35 AM,CAREERS Support Solutions Inc.,000016,CAREERS Support Solutions Inc.,23050,CAREERS Support Solutions Inc.,9043,Valhalla Office,001,Adults,(914)741-8500,(914)741-8500x110,401 Columbus Avenue,,Valhalla,NY,10595,N,,,Westchester,Hudson River,Assisted Competitive Employment,Support,Vocational,POINT (-73.777613 41.097344)
05/04/2022 09:38:35 AM,Bon Secours Community Hospital,600099,Bon Secours Community Hospital,81780,Bon Secours Community Hospital,8791,Bon Secours Community Hospital Mental Health Unit,020,Adults,(914)856-5351,(845)858-7121,160 East Main Street,2nd Floor West,Port Jervis,NY,12771,Y,,36,Orange,Hudson River,Inpatient Psychiatric Unit of a General Hospital,Inpatient,Inpatient Psychiatric Unit of a General Hospital,POINT (-74.682593 41.367766)
05/04/2022 09:38:35 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,RSS - Supported Housing MRT SH Albany County - Comm. Svcs,671,Adults,(518)464-1511,Not Available,,,,NY,,N,,,Albany,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Institute for Community Living Inc.,209099,Institute for Community Living Inc.,19340,Institute for Community Living Inc.,7720,ICL Supp Housing/Supp Housing CL Kings Cty - Comm Svcs,668,Adults,(212)385-3030,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Catholic Charities Neighborhood Services Inc.,068099,Catholic Charities Neighborhood Services Inc,40490,Catholic Charities Neighborhood Services Inc,6487,CCNS Brooklyn Community Living Program,430,Adults,(718)722-6000,Not Available,,,,NY,,Y,,36,Kings,New York City,Apartment/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Farnham Inc. DBA Farnham Family Services,001536,Farnham Inc. DBA Farnham Family Services,15660,Farnham Inc. DBA Farnham Family Services,8522,Oswego County Suicide Prevention Coalition,001,,(315)342-4489,(315)342-4489,283 West 2nd Street,,Oswego,NY,13126,N,,,Oswego,Central New York,Advocacy/Support Services,Support,Self-Help,POINT (-76.508415 43.4493)
05/04/2022 09:38:35 AM,Family Residences & Essential Enterprises Inc.,346099,Family Residences&Essential Enterprises Inc.,40320,Family Residences&Essential Enterprises Inc.,6353,FREE Supported Housing/Nassau County - Comm. Svcs,630,Adults,(516)870-1600,Not Available,,,,NY,,N,,,Nassau,Long Island,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Northern Rivers Family Services Inc.,452099,Parsons Child and Family Center,40400,Parsons Child and Family Center,6223,Health Home Non Medicaid Care Management,036,Children Adolescents,(518)426-2600,(518)431-1631,530 Franklin Street,,Schenectady,NY,12305,N,,,Schenectady,Hudson River,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-73.938369 42.813054)
05/04/2022 09:38:35 AM,Goddard Riverside Community Center,716099,Goddard Riverside Community Center,18380,Goddard Riverside Community Center,7296,Goddard NYC DMH NY/NY I - Corner House Supported SRO,630,Adults,(212)873-6600,Not Available,,,,NY,,N,,,New York,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Oswego County Opportunities Inc.,527099,Oswego County Opportunities Inc.,40660,Oswego County Opportunities Inc.,6439,OCO Supp Housing/Transformation SH Oswego - Comm Svcs,634,Adults,(315)598-4710,Not Available,,,,NY,,N,,,Oswego,Central New York,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Schuyler County Mental Health Services,414099,Schuyler County Mental Health Services,70160,Schuyler County Mental Health Services,6946,Health Home Care Management C&Y,027,Children Adolescents,(607)535-8290,(607)535-8282,Mill Creek Center,106 South Perry Street Suite 4,Watkins Glen,NY,14891,N,,,Schuyler,Western New York,Health Home Care Management,Support,Care Coordination,
05/04/2022 09:38:35 AM,St. Joseph's Medical Center,394099,St. Joseph's Medical Center,81050,St. Joseph's Medical Center,6252,Partial Hospitalization Program - St. Vincent's West. Div.,010,Adolescents Adults,(914)378-7553,(914)925-5403,275 North Street,,Harrison,NY,10528-1140,Y,,36,Westchester,Hudson River,Partial Hospitalization,Outpatient,Partial Hospitalization,POINT (-73.71001 40.988342)
05/04/2022 09:38:35 AM,Westchester Jewish Community Services Inc.,499099,Westchester Jewish Community Services Inc.,14590,Westchester Jewish Community Services Inc.,6827,OnTrackNY@WJCS,058,,(914)761-0600,,1101 Main Street,,Peekskill,NY,10566-2907,N,,,Westchester,Hudson River,OnTrackNY Coordinated Specialty Care First Episode Psychosis Program,Support,General Support,POINT (-73.916256 41.291862)
05/04/2022 09:38:35 AM,Rehabilitation Support Services Inc.,397099,Rehabilitation Support Services Inc.,14370,Rehabilitation Support Services Inc.,7144,Thornwood Community Residence,034,Adults,(518)464-1511,Not Available,,,,NY,,Y,,36,Westchester,Hudson River,Congregate/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Services for the Underserved Inc.,419099,Services for the Underserved Inc.,22360,Services for the Underserved Inc.,7320,Broadway SP/SRO,028,Adults,(212)633-6900,Not Available,,,,NY,,N,,,Kings,New York City,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Family Service League Inc.,149099,Family Service League Inc.,50440,Family Service League Inc.,7171,Adult Care Coordination-Non Medicaid Care Coordination,089,Adults,(631)427-3700,(631)647-3100,1444 5th Avenue,Bay Shore,N.Y.,NY,11706,N,,,Suffolk,Long Island,Non-Medicaid Care Coordination,Support,Care Coordination,POINT (-73.263907 40.745562)
05/04/2022 09:38:35 AM,Mental Health Association in Ulster County,297099,Mental Health Association in Ulster County,40160,Mental Health Association in Ulster County,7250,NYSCASA 148,026,Adults,(845)336-4747,(845)336-4747x145,221 Tuytenbridge Road,,Lake Katrine,NY,12449,N,,,Ulster,Hudson River,Advocacy/Support Services,Support,Self-Help,POINT (-73.983755 41.984971)
05/04/2022 09:38:35 AM,Mental Health Association of Columbia-Greene Counties Inc.,108099,Mental Health Assoc/Columbia-Greene Cos. Inc,14010,Mental Health Assoc/Columbia-Greene Cos. Inc,7418,Community Based Prevention,450,Children Adolescents,(518)828-4619,(518)828-4619x202,371 Main Street,,Catskill,NY,12414,N,,,Greene,Hudson River,Respite Services,Support,General Support,POINT (-73.865379 42.218827)
05/04/2022 09:38:35 AM,Lakeview Health Services Inc.,251099,Lakeview Health Services Inc.,10490,Lakeview Health Services Inc.,7036,Ontario Apartments,431,Adults,(315)789-5501,Not Available,,,,NY,,Y,,36,Ontario,Western New York,Apartment/Treatment,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,New York City Children's Center,935099,New York City Children's Center,90330,New York City Children's Center,0048,Queens Intensive Day Treatment,902,Children Adolescents,(718)264-4500,(718)264-4586,74-03 Commonwealth Blvd,Building 57 2nd Floor Front,Bellerose,NY,11426-1839,Y,1,36,Queens,New York City,Day Treatment,Outpatient,Day Treatment,POINT (-73.726907 40.744933)
05/04/2022 09:38:35 AM,Family Service League Inc.,149099,Family Service League Inc.,50440,Family Service League Inc.,7171,Mental Health School Based Satellite-Huntington High School,067,Children Adolescents,(631)427-3700,(631)396-2300,188 Oakwood Road,,Huntington,NY,11743-4295,N,,,Suffolk,Long Island,School Mental Health Program,Support,Education,POINT (-73.427133 40.858011)
05/04/2022 09:38:35 AM,New York City Health and Hospitals Corporation Bellevue Hospital Center,035099,NYC-HHC Bellevue Hospital Center,85120,NYC-HHC Bellevue Hospital Center,6566,Bellevue Hospital Center Child & Adolescent Clinic,101,Children Adolescents,(212)562-3697,(212)561-2261,462 First Avenue,,New York,NY,10016-9196,Y,,36,New York,New York City,Clinic Treatment,Outpatient,Clinic Treatment,POINT (-73.976773 40.739353)
05/04/2022 09:38:35 AM,Skills Unlimited Inc.,421099,Skills Unlimited Inc.,40290,Skills Unlimited Inc.,6868,Skills Unlimited - Work Program,005,Adults,(631)567-1626,(631)567-1626,405 Locust Avenue,,Oakdale,NY,11769-1651,N,,,Suffolk,Long Island,Work Program,Support,Vocational,POINT (-73.111985 40.746766)
05/04/2022 09:38:35 AM,Suffolk County Community Mental Hygiene Services,444099,Suffolk County Community Mental Hygiene Svcs,70370,Suffolk County Community Mental Hygiene Serv,6919,Jail Diversion Program,018,,(631)853-8500,(631)853-2951,725 Veterans Memorial Highway,Building C016,Hauppauge,NY,11788,N,,,Suffolk,Long Island,Advocacy/Support Services,Support,Self-Help,POINT (-73.208455 40.822971)
05/04/2022 09:38:35 AM,LSCA Group Inc.,271099,BestSelf Behavioral Health Inc.,50250,BestSelf Behavioral Health Inc.,6783,2620-Health Homes Non-Medicaid Care Management c&Y,039,Children Adolescents,(716)842-0440,(716)819-3420x107,301 Cayuga Road Suite 200,,Cheektowaga,NY,14225,N,,,Erie,Western New York,Health Home Non-Medicaid Care Management,Support,Care Coordination,POINT (-78.744219 42.937515)
05/04/2022 09:38:35 AM,GEEL Community Services Inc.,172099,GEEL Community Services Inc.,18820,GEEL Community Services Inc.,7385,GEEL Supported Housing/East 182nd St. Bronx - Comm. Svcs,630,Adults,(718)367-1900,Not Available,,,,NY,,N,,,Bronx,New York City,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Gateway Community Industries Inc.,166099,Gateway Community Industries Inc.,40170,Gateway Community Industries Inc.,6061,Gateway - Supported Housing - Ulster County - Comm. Svcs,631,Adults,(845)331-1261,Not Available,,,,NY,,N,,,Ulster,Hudson River,Supportive Housing,Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Bendel Youth Empowerment,000942,Bendel Youth Empowerment,48100,Bendel Youth Empowerment,8125,4950 - CFTSS: Community Psychiatric Support and Treatment,005,Children,(914)434-2078,(914)434-2078,384 East 149th Street,Suite 527,Bronx,NY,10455,N,,,Bronx,New York City,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.918375 40.816189)
05/04/2022 09:38:35 AM,Federation of Organizations for the New York State Mentally Disabled Inc.,514099,Federation of Org. f/t NYS Ment.Disabled Inc,16290,Federation of Org. f/t NYS Ment.Disabled Inc,8032,CFTSS CPST NYC,118,Children,(631)669-5355,(718)850-7099,116-06 Myrtle Avenue,4th Floor,Richmond Hill,NY,11418,N,,,New York,New York City,CFTSS: Community Psychiatric Support and Treatment (CPST),Support,General Support,POINT (-73.833436 40.700188)
05/04/2022 09:38:35 AM,Mental Health Services-Erie County Southeast Corporation V dba Spectrum Human Services,270099,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,50240,MH Servs-Erie Co SE Corp V dba Spectrum HSvcs,6845,Spectrum Human Services ACT Program,471,Adults,(716)662-2040,(716)662-2040,1280 Main Street,Lower Level,Buffalo,NY,14209-1912,Y,,36,Erie,Western New York,Assertive Community Treatment (ACT),Outpatient,Assertive Community Treatment,POINT (-78.866876 42.908496)
05/04/2022 09:38:35 AM,Living Opportunities of DePaul Inc.,310099,Living Opportunities of DePaul Inc.,10450,Living Opportunities of DePaul Inc.,7121,Ebenezer Square,030,Adults,(716)391-5400,Not Available,,,,NY,,Y,,36,Erie,Western New York,SRO Community Residence,Residential,Treatment Program,POINT (-75.59655 42.921241)
05/04/2022 09:38:35 AM,Warren-Washington Association for Mental Health Inc.,490099,Warren-Washington Association for Mental Heal,14040,Warren-Washington Association for Mental Heal,7035,Cooper St. Apartments,020,Adults,(518)747-2284,Not Available,,,,NY,,N,,,Warren,Hudson River,Supportive Single Room Occupancy (SP-SRO),Residential,Unlicensed Housing,POINT (-75.59655 42.921241)
